Elapsed Time (seconds),Voltage 1,Voltage 2,Voltage 3,Voltage 4
31.328000,2.810362,2.751711,2.644184,2.565982
31.834000,2.810362,2.746823,2.644184,2.561095
32.338000,2.805474,2.737048,2.629521,2.551320
32.843000,2.805474,2.746823,2.639296,2.565982
33.349000,2.805474,2.746823,2.639296,2.561095
33.854000,2.805474,2.746823,2.644184,2.565982
34.360000,2.800586,2.751711,2.639296,2.565982
34.865000,2.795699,2.751711,2.634408,2.561095
35.371000,2.795699,2.746823,2.639296,2.565982
35.875000,2.800586,2.746823,2.634408,2.565982
36.381000,2.800586,2.746823,2.634408,2.556207
36.886000,2.800586,2.741935,2.634408,2.556207
37.392000,2.795699,2.741935,2.634408,2.551320
37.897000,2.795699,2.737048,2.629521,2.546432
38.403000,2.785924,2.737048,2.619746,2.541544
38.907000,2.795699,2.741935,2.624633,2.546432
39.413000,2.795699,2.741935,2.619746,2.546432
39.918000,2.790811,2.737048,2.624633,2.546432
40.424000,2.790811,2.737048,2.624633,2.546432
40.929000,2.785924,2.737048,2.619746,2.546432
41.435000,2.785924,2.732160,2.629521,2.546432
41.939000,2.785924,2.727273,2.619746,2.541544
42.445000,2.781036,2.727273,2.624633,2.536657
42.950000,2.785924,2.722385,2.614858,2.541544
43.455000,2.776149,2.722385,2.609971,2.526882
43.961000,2.776149,2.722385,2.619746,2.531769
44.466000,2.771261,2.722385,2.614858,2.536657
44.972000,2.761486,2.727273,2.609971,2.526882
45.476000,2.751711,2.722385,2.614858,2.526882
45.982000,2.751711,2.722385,2.605083,2.526882
46.487000,2.741935,2.717498,2.605083,2.521994
46.993000,2.741935,2.722385,2.609971,2.517107
47.498000,2.746823,2.717498,2.600195,2.517107
48.004000,2.746823,2.722385,2.595308,2.507331
48.508000,2.732160,2.712610,2.590420,2.502444
49.014000,2.737048,2.712610,2.585533,2.507331
49.519000,2.746823,2.712610,2.590420,2.507331
50.025000,2.751711,2.717498,2.595308,2.507331
50.530000,2.746823,2.712610,2.590420,2.507331
51.036000,2.746823,2.707722,2.590420,2.507331
51.540000,2.746823,2.707722,2.590420,2.502444
52.046000,2.741935,2.707722,2.585533,2.507331
52.551000,2.741935,2.702835,2.585533,2.497556
53.057000,2.741935,2.707722,2.585533,2.502444
53.562000,2.732160,2.697947,2.575757,2.497556
54.068000,2.741935,2.707722,2.585533,2.497556
54.573000,2.741935,2.707722,2.590420,2.502444
55.077000,2.741935,2.707722,2.585533,2.502444
55.583000,2.737048,2.702835,2.580645,2.492669
56.088000,2.741935,2.697947,2.575757,2.507331
56.594000,2.737048,2.702835,2.575757,2.502444
57.099000,2.737048,2.702835,2.565982,2.492669
57.605000,2.737048,2.697947,2.570870,2.502444
58.109000,2.732160,2.712610,2.570870,2.497556
58.615000,2.732160,2.707722,2.565982,2.487781
59.120000,2.732160,2.702835,2.565982,2.502444
59.626000,2.727273,2.702835,2.561095,2.492669
60.131000,2.722385,2.707722,2.565982,2.487781
60.637000,2.722385,2.697947,2.561095,2.492669
61.142000,2.727273,2.697947,2.561095,2.482893
61.647000,2.727273,2.693060,2.561095,2.492669
62.152000,2.722385,2.693060,2.556207,2.492669
62.658000,2.722385,2.683284,2.561095,2.487781
63.163000,2.727273,2.702835,2.556207,2.487781
63.669000,2.717498,2.678397,2.551320,2.482893
64.174000,2.717498,2.683284,2.561095,2.482893
64.679000,2.722385,2.673509,2.556207,2.478006
65.184000,2.717498,2.678397,2.551320,2.478006
65.690000,2.707722,2.668622,2.551320,2.468231
66.195000,2.712610,2.668622,2.546432,2.458456
66.700000,2.717498,2.668622,2.541544,2.458456
67.206000,2.707722,2.663734,2.531769,2.453568
67.710000,2.707722,2.668622,2.526882,2.453568
68.216000,2.702835,2.668622,2.526882,2.453568
68.721000,2.697947,2.658847,2.526882,2.448680
69.227000,2.707722,2.668622,2.531769,2.463343
69.732000,2.707722,2.668622,2.536657,2.458456
70.238000,2.707722,2.673509,2.536657,2.453568
70.743000,2.707722,2.673509,2.536657,2.458456
71.248000,2.707722,2.673509,2.531769,2.458456
71.753000,2.702835,2.673509,2.526882,2.443793
72.259000,2.702835,2.678397,2.531769,2.453568
72.764000,2.702835,2.668622,2.526882,2.458456
73.270000,2.697947,2.678397,2.536657,2.453568
73.775000,2.697947,2.663734,2.526882,2.443793
74.280000,2.688172,2.668622,2.517107,2.443793
74.785000,2.697947,2.673509,2.526882,2.453568
75.291000,2.693060,2.668622,2.521994,2.448680
75.796000,2.688172,2.653959,2.512219,2.453568
76.302000,2.683284,2.658847,2.517107,2.443793
76.807000,2.678397,2.653959,2.512219,2.443793
77.313000,2.683284,2.663734,2.517107,2.448680
77.817000,2.683284,2.653959,2.512219,2.438905
78.323000,2.678397,2.653959,2.517107,2.438905
78.828000,2.668622,2.639296,2.502444,2.438905
79.333000,2.678397,2.649071,2.521994,2.438905
79.839000,2.678397,2.653959,2.512219,2.434018
80.344000,2.678397,2.649071,2.517107,2.429130
80.849000,2.678397,2.649071,2.512219,2.429130
81.354000,2.673509,2.644184,2.507331,2.434018
81.860000,2.668622,2.639296,2.502444,2.424242
82.365000,2.668622,2.639296,2.502444,2.424242
82.871000,2.663734,2.629521,2.497556,2.429130
83.376000,2.663734,2.629521,2.497556,2.419355
83.881000,2.649071,2.619746,2.487781,2.409579
84.386000,2.653959,2.624633,2.497556,2.419355
84.892000,2.653959,2.629521,2.492669,2.419355
85.397000,2.653959,2.629521,2.497556,2.414467
85.903000,2.653959,2.629521,2.487781,2.414467
86.408000,2.653959,2.624633,2.487781,2.409579
86.914000,2.653959,2.624633,2.482893,2.409579
87.418000,2.644184,2.624633,2.482893,2.409579
87.924000,2.644184,2.619746,2.473118,2.399804
88.429000,2.649071,2.619746,2.487781,2.404692
88.935000,2.644184,2.614858,2.473118,2.399804
89.440000,2.644184,2.609971,2.473118,2.394917
89.946000,2.644184,2.605083,2.482893,2.399804
90.450000,2.649071,2.614858,2.482893,2.399804
90.955000,2.649071,2.614858,2.482893,2.404692
91.461000,2.649071,2.609971,2.482893,2.404692
91.966000,2.653959,2.614858,2.478006,2.409579
92.472000,2.653959,2.619746,2.482893,2.404692
92.977000,2.649071,2.614858,2.482893,2.404692
93.483000,2.644184,2.609971,2.487781,2.404692
93.987000,2.639296,2.605083,2.478006,2.399804
94.493000,2.639296,2.600195,2.478006,2.404692
94.998000,2.644184,2.600195,2.473118,2.399804
95.504000,2.639296,2.600195,2.473118,2.394917
96.009000,2.639296,2.595308,2.473118,2.394917
96.515000,2.634408,2.590420,2.468231,2.394917
97.019000,2.624633,2.595308,2.473118,2.385142
97.525000,2.624633,2.595308,2.463343,2.390029
98.030000,2.629521,2.600195,2.458456,2.385142
98.536000,2.624633,2.595308,2.463343,2.380254
99.041000,2.619746,2.590420,2.453568,2.370479
99.547000,2.624633,2.595308,2.458456,2.380254
100.051000,2.619746,2.595308,2.458456,2.380254
100.557000,2.624633,2.595308,2.458456,2.380254
101.062000,2.629521,2.600195,2.453568,2.380254
101.568000,2.629521,2.600195,2.453568,2.375366
102.073000,2.629521,2.595308,2.448680,2.375366
102.579000,2.634408,2.585533,2.448680,2.375366
103.084000,2.624633,2.590420,2.453568,2.375366
103.589000,2.624633,2.585533,2.453568,2.380254
104.094000,2.624633,2.585533,2.448680,2.375366
104.600000,2.619746,2.590420,2.448680,2.370479
105.105000,2.614858,2.580645,2.448680,2.375366
105.611000,2.614858,2.580645,2.448680,2.370479
106.116000,2.614858,2.580645,2.443793,2.370479
106.621000,2.614858,2.580645,2.443793,2.365591
107.126000,2.614858,2.575757,2.448680,2.365591
107.632000,2.609971,2.580645,2.443793,2.360704
108.137000,2.609971,2.575757,2.443793,2.365591
108.643000,2.614858,2.575757,2.438905,2.365591
109.148000,2.609971,2.575757,2.443793,2.365591
109.654000,2.605083,2.570870,2.438905,2.365591
110.158000,2.605083,2.565982,2.438905,2.360704
110.664000,2.605083,2.565982,2.438905,2.350929
111.169000,2.605083,2.565982,2.434018,2.355816
111.675000,2.600195,2.565982,2.434018,2.355816
112.181000,2.600195,2.561095,2.429130,2.350929
112.686000,2.595308,2.561095,2.434018,2.355816
113.191000,2.590420,2.565982,2.429130,2.350929
113.696000,2.595308,2.565982,2.424242,2.341153
114.202000,2.590420,2.561095,2.424242,2.346041
114.707000,2.590420,2.561095,2.419355,2.346041
115.213000,2.590420,2.561095,2.424242,2.341153
115.718000,2.585533,2.565982,2.424242,2.346041
116.224000,2.590420,2.561095,2.424242,2.346041
116.728000,2.580645,2.556207,2.414467,2.331378
117.234000,2.570870,2.551320,2.409579,2.331378
117.739000,2.585533,2.561095,2.414467,2.341153
118.245000,2.585533,2.556207,2.414467,2.341153
118.750000,2.585533,2.551320,2.414467,2.336266
119.256000,2.585533,2.546432,2.414467,2.336266
119.760000,2.585533,2.546432,2.409579,2.331378
120.266000,2.580645,2.546432,2.409579,2.331378
120.772000,2.585533,2.546432,2.404692,2.331378
121.277000,2.585533,2.546432,2.409579,2.326491
121.783000,2.580645,2.541544,2.404692,2.326491
122.288000,2.580645,2.541544,2.404692,2.331378
122.793000,2.580645,2.536657,2.399804,2.321603
123.298000,2.575757,2.531769,2.409579,2.326491
123.804000,2.575757,2.526882,2.404692,2.321603
124.309000,2.575757,2.521994,2.399804,2.321603
124.815000,2.565982,2.521994,2.394917,2.316715
125.320000,2.561095,2.521994,2.385142,2.316715
125.826000,2.561095,2.521994,2.390029,2.311828
126.330000,2.565982,2.521994,2.390029,2.316715
126.836000,2.561095,2.517107,2.390029,2.316715
127.341000,2.556207,2.517107,2.385142,2.311828
127.847000,2.551320,2.507331,2.380254,2.302053
128.352000,2.551320,2.502444,2.375366,2.302053
128.858000,2.551320,2.517107,2.380254,2.302053
129.362000,2.546432,2.517107,2.380254,2.302053
129.868000,2.551320,2.512219,2.380254,2.302053
130.374000,2.556207,2.517107,2.380254,2.297165
130.879000,2.546432,2.517107,2.375366,2.292278
131.385000,2.541544,2.512219,2.375366,2.287390
131.890000,2.546432,2.512219,2.370479,2.292278
132.396000,2.541544,2.517107,2.370479,2.292278
132.900000,2.541544,2.507331,2.370479,2.292278
133.406000,2.536657,2.512219,2.370479,2.287390
133.911000,2.531769,2.512219,2.370479,2.287390
134.417000,2.531769,2.507331,2.365591,2.287390
134.922000,2.536657,2.507331,2.360704,2.287390
135.428000,2.531769,2.512219,2.360704,2.287390
135.932000,2.531769,2.502444,2.365591,2.287390
136.438000,2.531769,2.502444,2.360704,2.277615
136.943000,2.526882,2.502444,2.360704,2.282502
137.449000,2.531769,2.497556,2.355816,2.282502
137.954000,2.521994,2.492669,2.350929,2.267840
138.460000,2.531769,2.492669,2.355816,2.277615
138.966000,2.526882,2.487781,2.355816,2.277615
139.470000,2.521994,2.487781,2.350929,2.272727
139.976000,2.521994,2.487781,2.341153,2.262952
140.481000,2.517107,2.487781,2.341153,2.272727
140.987000,2.517107,2.497556,2.355816,2.277615
141.492000,2.521994,2.492669,2.355816,2.277615
141.998000,2.517107,2.487781,2.350929,2.277615
142.502000,2.517107,2.487781,2.350929,2.272727
143.008000,2.517107,2.487781,2.346041,2.277615
143.513000,2.517107,2.487781,2.350929,2.272727
144.019000,2.517107,2.482893,2.346041,2.272727
144.524000,2.521994,2.482893,2.350929,2.272727
145.030000,2.521994,2.482893,2.350929,2.272727
145.536000,2.517107,2.482893,2.346041,2.267840
146.040000,2.521994,2.478006,2.350929,2.272727
146.546000,2.521994,2.478006,2.350929,2.277615
147.051000,2.517107,2.482893,2.346041,2.272727
147.557000,2.512219,2.482893,2.346041,2.272727
148.062000,2.512219,2.482893,2.350929,2.277615
148.568000,2.512219,2.482893,2.341153,2.267840
149.072000,2.517107,2.482893,2.341153,2.267840
149.578000,2.507331,2.482893,2.341153,2.267840
150.083000,2.507331,2.487781,2.341153,2.267840
150.589000,2.507331,2.487781,2.341153,2.258064
151.094000,2.507331,2.482893,2.336266,2.267840
151.600000,2.507331,2.473118,2.336266,2.262952
152.104000,2.502444,2.478006,2.326491,2.258064
152.610000,2.507331,2.473118,2.336266,2.258064
153.116000,2.502444,2.473118,2.331378,2.253177
153.621000,2.512219,2.473118,2.331378,2.253177
154.127000,2.502444,2.463343,2.331378,2.258064
154.632000,2.502444,2.473118,2.331378,2.258064
155.138000,2.497556,2.458456,2.326491,2.248289
155.642000,2.497556,2.463343,2.326491,2.253177
156.148000,2.492669,2.458456,2.326491,2.258064
156.653000,2.492669,2.453568,2.321603,2.248289
157.159000,2.497556,2.458456,2.321603,2.248289
157.664000,2.492669,2.458456,2.316715,2.248289
158.170000,2.487781,2.458456,2.321603,2.238514
158.674000,2.492669,2.458456,2.316715,2.238514
159.180000,2.487781,2.458456,2.306940,2.238514
159.686000,2.482893,2.453568,2.311828,2.233627
160.191000,2.482893,2.458456,2.311828,2.238514
160.697000,2.482893,2.453568,2.306940,2.238514
161.202000,2.478006,2.458456,2.302053,2.233627
161.708000,2.478006,2.448680,2.302053,2.223851
162.212000,2.478006,2.443793,2.302053,2.238514
162.718000,2.478006,2.448680,2.302053,2.233627
163.223000,2.473118,2.443793,2.297165,2.223851
163.729000,2.478006,2.443793,2.302053,2.238514
164.234000,2.478006,2.443793,2.302053,2.228739
164.740000,2.478006,2.443793,2.302053,2.228739
165.244000,2.473118,2.438905,2.297165,2.233627
165.750000,2.473118,2.443793,2.302053,2.223851
166.255000,2.468231,2.438905,2.302053,2.233627
166.761000,2.473118,2.443793,2.297165,2.233627
167.266000,2.468231,2.438905,2.297165,2.228739
167.772000,2.468231,2.438905,2.292278,2.223851
168.278000,2.468231,2.438905,2.297165,2.223851
168.782000,2.468231,2.438905,2.292278,2.218964
169.288000,2.463343,2.438905,2.297165,2.223851
169.793000,2.463343,2.429130,2.292278,2.223851
170.299000,2.448680,2.419355,2.282502,2.209189
170.804000,2.463343,2.424242,2.292278,2.218964
171.310000,2.463343,2.424242,2.287390,2.223851
171.814000,2.458456,2.424242,2.287390,2.214076
172.320000,2.458456,2.429130,2.292278,2.214076
172.825000,2.453568,2.434018,2.292278,2.218964
173.331000,2.453568,2.434018,2.287390,2.214076
173.836000,2.453568,2.429130,2.287390,2.218964
174.342000,2.453568,2.424242,2.287390,2.214076
174.846000,2.448680,2.424242,2.282502,2.214076
175.352000,2.453568,2.424242,2.282502,2.209189
175.858000,2.448680,2.409579,2.277615,2.199414
176.363000,2.443793,2.424242,2.277615,2.209189
176.869000,2.443793,2.419355,2.282502,2.209189
177.374000,2.434018,2.419355,2.272727,2.199414
177.880000,2.443793,2.419355,2.277615,2.209189
178.384000,2.443793,2.409579,2.277615,2.199414
178.890000,2.429130,2.404692,2.267840,2.194526
179.395000,2.434018,2.409579,2.267840,2.204301
179.901000,2.438905,2.409579,2.258064,2.189638
180.406000,2.438905,2.409579,2.277615,2.199414
180.912000,2.434018,2.409579,2.272727,2.199414
181.416000,2.434018,2.414467,2.267840,2.194526
181.922000,2.434018,2.409579,2.272727,2.194526
182.427000,2.434018,2.409579,2.267840,2.199414
182.933000,2.429130,2.399804,2.267840,2.194526
183.438000,2.429130,2.404692,2.267840,2.189638
183.944000,2.429130,2.404692,2.267840,2.194526
184.449000,2.429130,2.399804,2.262952,2.189638
184.954000,2.424242,2.399804,2.262952,2.184751
185.460000,2.429130,2.394917,2.262952,2.194526
185.965000,2.429130,2.399804,2.258064,2.184751
186.471000,2.424242,2.399804,2.262952,2.184751
186.976000,2.419355,2.394917,2.253177,2.189638
187.482000,2.419355,2.394917,2.253177,2.179863
187.986000,2.419355,2.399804,2.258064,2.179863
188.492000,2.424242,2.404692,2.253177,2.184751
188.997000,2.414467,2.390029,2.243402,2.174976
189.503000,2.399804,2.390029,2.253177,2.179863
190.008000,2.419355,2.394917,2.248289,2.184751
190.514000,2.414467,2.399804,2.248289,2.174976
191.019000,2.409579,2.390029,2.248289,2.174976
191.524000,2.409579,2.394917,2.243402,2.174976
192.029000,2.414467,2.394917,2.243402,2.174976
192.535000,2.419355,2.390029,2.243402,2.174976
193.041000,2.409579,2.385142,2.243402,2.174976
193.546000,2.414467,2.385142,2.238514,2.170088
194.052000,2.409579,2.385142,2.238514,2.170088
194.556000,2.404692,2.375366,2.223851,2.165200
195.062000,2.404692,2.375366,2.233627,2.165200
195.567000,2.414467,2.375366,2.238514,2.170088
196.073000,2.399804,2.375366,2.233627,2.170088
196.578000,2.404692,2.375366,2.238514,2.170088
197.084000,2.399804,2.375366,2.238514,2.165200
197.588000,2.399804,2.375366,2.228739,2.170088
198.094000,2.404692,2.375366,2.233627,2.165200
198.599000,2.390029,2.360704,2.223851,2.155425
199.105000,2.394917,2.365591,2.223851,2.165200
199.610000,2.399804,2.370479,2.228739,2.160313
200.116000,2.399804,2.370479,2.228739,2.155425
200.621000,2.394917,2.370479,2.218964,2.160313
201.126000,2.399804,2.365591,2.223851,2.160313
201.631000,2.390029,2.370479,2.223851,2.150538
202.137000,2.390029,2.370479,2.218964,2.160313
202.643000,2.390029,2.365591,2.223851,2.150538
203.148000,2.390029,2.360704,2.223851,2.155425
203.654000,2.390029,2.365591,2.218964,2.160313
204.158000,2.385142,2.355816,2.223851,2.155425
204.664000,2.385142,2.355816,2.223851,2.150538
205.169000,2.385142,2.350929,2.214076,2.150538
205.675000,2.385142,2.350929,2.218964,2.155425
206.180000,2.385142,2.350929,2.218964,2.150538
206.686000,2.385142,2.346041,2.218964,2.155425
207.191000,2.370479,2.336266,2.204301,2.135875
207.696000,2.380254,2.350929,2.214076,2.150538
208.201000,2.380254,2.350929,2.214076,2.150538
208.707000,2.385142,2.350929,2.214076,2.145650
209.212000,2.380254,2.350929,2.209189,2.145650
209.718000,2.380254,2.350929,2.209189,2.140763
210.224000,2.375366,2.350929,2.209189,2.145650
210.728000,2.370479,2.350929,2.209189,2.140763
211.234000,2.375366,2.350929,2.204301,2.140763
211.739000,2.375366,2.350929,2.199414,2.130987
212.245000,2.375366,2.346041,2.209189,2.135875
212.750000,2.370479,2.346041,2.209189,2.140763
213.256000,2.375366,2.341153,2.204301,2.135875
213.761000,2.375366,2.341153,2.199414,2.130987
214.266000,2.370479,2.336266,2.199414,2.135875
214.771000,2.370479,2.336266,2.199414,2.135875
215.277000,2.370479,2.336266,2.199414,2.130987
215.782000,2.370479,2.331378,2.199414,2.130987
216.288000,2.365591,2.331378,2.194526,2.135875
216.793000,2.370479,2.331378,2.194526,2.130987
217.298000,2.365591,2.331378,2.194526,2.130987
217.804000,2.360704,2.331378,2.194526,2.130987
218.309000,2.360704,2.326491,2.189638,2.121212
218.815000,2.360704,2.326491,2.184751,2.116325
219.320000,2.365591,2.331378,2.184751,2.126100
219.826000,2.355816,2.331378,2.184751,2.116325
220.331000,2.360704,2.331378,2.184751,2.111437
220.836000,2.355816,2.331378,2.179863,2.116325
221.341000,2.355816,2.331378,2.179863,2.106549
221.847000,2.355816,2.331378,2.179863,2.111437
222.352000,2.355816,2.331378,2.184751,2.111437
222.858000,2.355816,2.326491,2.179863,2.111437
223.364000,2.355816,2.326491,2.184751,2.106549
223.868000,2.355816,2.316715,2.179863,2.111437
224.374000,2.350929,2.321603,2.179863,2.111437
224.879000,2.350929,2.316715,2.184751,2.111437
225.385000,2.350929,2.326491,2.179863,2.116325
225.890000,2.350929,2.321603,2.174976,2.111437
226.396000,2.350929,2.316715,2.184751,2.116325
226.900000,2.346041,2.311828,2.179863,2.116325
227.406000,2.350929,2.316715,2.174976,2.111437
227.911000,2.346041,2.311828,2.179863,2.106549
228.417000,2.346041,2.311828,2.174976,2.111437
228.923000,2.336266,2.311828,2.174976,2.096774
229.428000,2.341153,2.311828,2.174976,2.096774
229.934000,2.336266,2.306940,2.170088,2.101662
230.438000,2.331378,2.306940,2.170088,2.096774
230.944000,2.336266,2.306940,2.174976,2.101662
231.449000,2.331378,2.306940,2.170088,2.101662
231.955000,2.331378,2.311828,2.170088,2.096774
232.460000,2.326491,2.306940,2.170088,2.096774
232.966000,2.331378,2.306940,2.174976,2.101662
233.470000,2.326491,2.306940,2.170088,2.091886
233.976000,2.326491,2.302053,2.165200,2.096774
234.481000,2.321603,2.302053,2.165200,2.096774
234.987000,2.326491,2.302053,2.160313,2.091886
235.492000,2.321603,2.306940,2.160313,2.091886
235.998000,2.321603,2.297165,2.160313,2.086999
236.503000,2.326491,2.302053,2.155425,2.091886
237.008000,2.326491,2.306940,2.160313,2.086999
237.514000,2.321603,2.306940,2.160313,2.096774
238.019000,2.321603,2.302053,2.160313,2.086999
238.525000,2.316715,2.297165,2.155425,2.091886
239.030000,2.311828,2.292278,2.150538,2.086999
239.536000,2.316715,2.297165,2.155425,2.086999
240.040000,2.321603,2.292278,2.160313,2.086999
240.546000,2.316715,2.292278,2.155425,2.086999
241.051000,2.316715,2.292278,2.150538,2.082111
241.557000,2.316715,2.292278,2.145650,2.072336
242.062000,2.316715,2.292278,2.150538,2.082111
242.568000,2.316715,2.292278,2.145650,2.082111
243.073000,2.311828,2.287390,2.140763,2.077224
243.578000,2.316715,2.297165,2.145650,2.082111
244.084000,2.311828,2.292278,2.145650,2.077224
244.589000,2.311828,2.292278,2.145650,2.072336
245.095000,2.311828,2.282502,2.140763,2.077224
245.600000,2.316715,2.282502,2.145650,2.077224
246.106000,2.311828,2.277615,2.140763,2.072336
246.610000,2.311828,2.277615,2.140763,2.077224
247.116000,2.306940,2.277615,2.140763,2.077224
247.621000,2.306940,2.282502,2.135875,2.067449
248.127000,2.297165,2.267840,2.130987,2.067449
248.632000,2.302053,2.272727,2.135875,2.072336
249.138000,2.302053,2.272727,2.130987,2.067449
249.643000,2.302053,2.272727,2.130987,2.062561
250.148000,2.302053,2.272727,2.135875,2.072336
250.653000,2.287390,2.262952,2.116325,2.052786
251.159000,2.302053,2.272727,2.130987,2.062561
251.664000,2.297165,2.267840,2.130987,2.062561
252.170000,2.292278,2.267840,2.126100,2.057673
252.675000,2.292278,2.262952,2.126100,2.052786
253.180000,2.282502,2.258064,2.116325,2.052786
253.686000,2.297165,2.262952,2.126100,2.052786
254.191000,2.297165,2.267840,2.130987,2.062561
254.697000,2.297165,2.267840,2.126100,2.062561
255.202000,2.292278,2.262952,2.121212,2.057673
255.708000,2.292278,2.267840,2.121212,2.052786
256.212000,2.287390,2.267840,2.121212,2.057673
256.718000,2.292278,2.267840,2.121212,2.047898
257.223000,2.287390,2.262952,2.121212,2.052786
257.729000,2.287390,2.267840,2.111437,2.043011
258.234000,2.287390,2.258064,2.111437,2.043011
258.740000,2.287390,2.262952,2.116325,2.043011
259.245000,2.287390,2.258064,2.111437,2.043011
259.750000,2.287390,2.262952,2.111437,2.043011
260.255000,2.287390,2.258064,2.116325,2.043011
260.761000,2.287390,2.258064,2.116325,2.047898
261.266000,2.287390,2.253177,2.116325,2.043011
261.772000,2.277615,2.243402,2.111437,2.038123
262.278000,2.287390,2.253177,2.106549,2.043011
262.782000,2.277615,2.253177,2.101662,2.038123
263.288000,2.267840,2.243402,2.106549,2.033236
263.793000,2.267840,2.243402,2.101662,2.033236
264.299000,2.277615,2.253177,2.106549,2.038123
264.804000,2.272727,2.248289,2.106549,2.043011
265.310000,2.282502,2.248289,2.106549,2.043011
265.815000,2.277615,2.248289,2.106549,2.038123
266.320000,2.272727,2.248289,2.111437,2.038123
266.825000,2.282502,2.253177,2.106549,2.043011
267.331000,2.277615,2.248289,2.106549,2.038123
267.836000,2.277615,2.253177,2.096774,2.033236
268.342000,2.272727,2.248289,2.096774,2.033236
268.848000,2.258064,2.238514,2.086999,2.013685
269.352000,2.267840,2.243402,2.096774,2.028348
269.858000,2.267840,2.238514,2.096774,2.028348
270.363000,2.262952,2.233627,2.096774,2.028348
270.869000,2.267840,2.233627,2.096774,2.028348
271.374000,2.272727,2.233627,2.096774,2.028348
271.880000,2.267840,2.233627,2.096774,2.023460
272.385000,2.267840,2.233627,2.096774,2.028348
272.890000,2.262952,2.233627,2.096774,2.028348
273.395000,2.262952,2.233627,2.091886,2.028348
273.901000,2.262952,2.233627,2.091886,2.023460
274.406000,2.258064,2.233627,2.091886,2.023460
274.912000,2.258064,2.228739,2.096774,2.028348
275.417000,2.258064,2.233627,2.091886,2.023460
275.922000,2.258064,2.228739,2.091886,2.023460
276.427000,2.258064,2.223851,2.086999,2.023460
276.933000,2.253177,2.223851,2.086999,2.013685
277.438000,2.258064,2.218964,2.086999,2.018573
277.944000,2.253177,2.223851,2.082111,2.018573
278.449000,2.258064,2.223851,2.082111,2.013685
278.955000,2.253177,2.223851,2.082111,2.013685
279.460000,2.258064,2.218964,2.082111,2.013685
279.965000,2.248289,2.218964,2.077224,2.008798
280.471000,2.258064,2.218964,2.082111,2.008798
