Elapsed Time (seconds),Temperature 1 (Celsius),Temperature 2 (Celsius),Temperature 3 (Celsius),Temperature 4 (Celsius),Temperature 5 (Celsius),Temperature 6 (Celsius),
54.391000,26.141004,26.064971,27.317935,26.979000,24.437927,23.460411,
54.925000,26.141004,26.182836,27.202304,26.979000,24.437927,22.971652,
55.459000,26.141004,26.182836,27.317935,26.979000,23.949169,23.460411,
55.993000,26.141004,26.300701,27.317935,26.979000,24.437927,23.460411,
56.526000,26.141004,26.182836,27.202304,26.979000,24.437927,23.460411,
57.060000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
57.593000,26.141004,26.182836,27.202304,26.979000,24.437927,23.460411,
58.127000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
58.660000,26.257955,26.064971,27.202304,26.979000,24.437927,23.460411,
59.194000,26.141004,26.182836,27.202304,26.979000,24.437927,23.460411,
59.727000,26.257955,26.182836,27.202304,26.979000,24.437927,23.460411,
60.261000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
60.794000,26.257955,26.064971,27.202304,26.979000,24.437927,23.460411,
61.328000,26.141004,26.064971,27.202304,26.979000,24.437927,23.460411,
61.861000,26.141004,26.182836,27.202304,26.979000,24.437927,23.460411,
62.395000,26.141004,26.064971,27.202304,26.979000,24.437927,22.971652,
62.928000,26.257955,26.064971,27.317935,26.979000,24.437927,23.460411,
63.462000,26.141004,26.182836,27.202304,26.979000,24.437927,23.460411,
63.995000,26.257955,26.064971,27.202304,26.979000,24.437927,23.460411,
64.529000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
65.062000,26.257955,26.300701,27.317935,26.979000,24.437927,22.971652,
65.596000,26.141004,26.182836,27.317935,26.979000,23.949169,23.460411,
66.129000,26.141004,26.064971,27.202304,26.979000,24.437927,23.460411,
66.663000,26.257955,26.182836,27.202304,26.979000,24.437927,23.460411,
67.196000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
67.730000,26.257955,26.064971,27.202304,26.979000,24.437927,23.460411,
68.263000,26.141004,26.182836,27.202304,26.979000,24.437927,22.971652,
68.797000,26.141004,26.182836,27.202304,26.979000,24.437927,23.460411,
69.330000,26.141004,26.182836,27.202304,26.979000,24.437927,22.971652,
69.864000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
70.397000,26.257955,26.182836,27.202304,26.979000,24.437927,23.460411,
70.932000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
71.465000,26.141004,26.182836,27.202304,26.979000,24.437927,23.460411,
71.999000,26.257955,26.182836,27.202304,26.979000,24.437927,23.460411,
72.532000,26.141004,26.064971,27.317935,26.979000,24.437927,22.971652,
73.066000,26.257955,26.300701,27.202304,26.979000,24.437927,23.460411,
73.600000,26.257955,26.300701,27.202304,26.979000,24.437927,22.971652,
74.133000,26.374904,26.182836,27.202304,26.979000,24.437927,23.460411,
74.667000,26.257955,26.064971,27.202304,26.979000,24.437927,22.482894,
75.200000,26.257955,26.064971,27.202304,26.979000,23.949169,23.460411,
75.734000,26.257955,26.182836,27.317935,26.979000,24.437927,22.971652,
76.267000,26.257955,26.182836,27.202304,26.979000,24.437927,22.971652,
76.801000,26.141004,26.064971,27.317935,26.979000,24.437927,22.971652,
77.334000,26.257955,26.064971,27.202304,26.979000,24.437927,22.971652,
77.868000,26.257955,26.064971,27.202304,26.979000,24.437927,23.460411,
78.401000,26.257955,26.064971,27.317935,26.979000,24.437927,22.971652,
78.935000,26.257955,26.064971,27.317935,26.979000,23.949169,23.460411,
79.468000,26.257955,26.182836,27.317935,26.979000,24.437927,22.482894,
80.002000,26.374904,26.182836,27.202304,26.979000,24.437927,22.971652,
80.535000,26.257955,26.182836,27.317935,26.979000,24.437927,22.971652,
81.069000,26.141004,26.182836,27.202304,26.979000,23.949169,22.971652,
81.602000,26.257955,26.064971,27.202304,26.979000,24.437927,22.971652,
82.136000,26.257955,26.064971,27.317935,26.979000,24.437927,22.971652,
82.669000,26.257955,26.064971,27.317935,26.979000,24.437927,23.460411,
83.203000,26.257955,26.064971,27.202304,26.979000,24.437927,23.460411,
83.736000,26.374904,26.064971,27.317935,26.979000,24.437927,23.460411,
84.270000,26.257955,26.064971,27.317935,26.979000,24.437927,22.971652,
84.803000,26.374904,26.182836,27.317935,26.979000,24.437927,23.460411,
85.337000,26.257955,26.182836,27.202304,26.979000,24.437927,23.460411,
85.870000,26.374904,26.064971,27.202304,26.979000,24.926685,23.460411,
86.404000,26.257955,26.182836,27.202304,26.979000,24.437927,23.460411,
86.937000,26.257955,26.182836,27.202304,26.979000,24.926685,23.460411,
87.472000,26.257955,26.182836,27.202304,26.979000,24.437927,23.460411,
88.005000,26.257955,26.182836,27.317935,26.979000,24.926685,22.971652,
88.539000,26.374904,26.064971,27.317935,26.979000,24.437927,23.460411,
89.072000,26.374904,26.064971,27.202304,26.979000,24.437927,23.460411,
89.606000,26.257955,26.064971,27.202304,26.979000,24.437927,23.460411,
90.139000,26.257955,26.064971,27.317935,26.979000,24.437927,23.460411,
90.673000,26.257955,26.064971,27.317935,26.979000,24.437927,23.460411,
91.206000,26.374904,26.182836,27.317935,26.979000,24.437927,23.460411,
91.740000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
92.273000,26.257955,26.182836,27.202304,26.979000,24.437927,23.460411,
92.807000,26.374904,26.182836,27.317935,26.979000,24.437927,23.460411,
93.340000,26.257955,26.182836,27.317935,26.979000,24.926685,23.460411,
93.874000,26.257955,26.064971,27.202304,26.979000,24.926685,22.971652,
94.407000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
94.941000,26.257955,26.182836,27.202304,26.979000,24.437927,23.460411,
95.474000,26.374904,26.182836,27.202304,26.979000,24.437927,23.460411,
96.008000,26.374904,26.064971,27.317935,26.979000,24.437927,23.460411,
96.541000,26.374904,26.182836,27.317935,26.979000,24.926685,23.460411,
97.075000,26.374904,26.182836,27.317935,26.979000,24.437927,23.460411,
97.608000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
98.142000,26.257955,26.182836,27.202304,26.979000,24.437927,23.949169,
98.675000,26.374904,26.064971,27.317935,26.979000,24.437927,23.460411,
99.209000,26.374904,26.182836,27.317935,26.979000,24.437927,23.460411,
99.742000,26.374904,26.182836,27.317935,26.979000,24.437927,23.460411,
100.276000,26.257955,26.064971,27.317935,26.979000,24.437927,23.460411,
100.810000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
101.345000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
101.880000,26.141004,26.182836,27.317935,26.979000,24.926685,23.460411,
102.415000,26.257955,26.182836,27.317935,26.979000,24.437927,23.949169,
102.949000,26.257955,26.182836,27.317935,26.979000,24.926685,23.460411,
103.484000,26.374904,26.182836,27.202304,26.979000,24.437927,23.949169,
104.018000,26.257955,26.064971,27.317935,26.979000,24.926685,23.460411,
104.553000,26.257955,26.064971,27.317935,26.979000,24.437927,23.460411,
105.088000,26.257955,26.064971,27.317935,26.979000,24.926685,23.460411,
105.622000,26.374904,26.182836,27.202304,26.979000,24.437927,23.460411,
106.157000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
106.691000,26.257955,26.300701,27.317935,26.979000,24.437927,23.460411,
107.226000,26.257955,26.300701,27.317935,26.979000,24.926685,23.460411,
107.761000,26.374904,26.064971,27.202304,26.979000,24.437927,23.460411,
108.296000,26.374904,26.182836,27.317935,26.979000,24.437927,23.460411,
108.830000,26.257955,26.182836,27.317935,26.979000,24.926685,23.949169,
109.365000,26.374904,26.182836,27.202304,26.979000,24.926685,23.949169,
109.899000,26.374904,26.182836,27.317935,26.979000,24.437927,23.460411,
110.434000,26.491855,26.182836,27.317935,26.979000,24.437927,22.971652,
110.968000,26.257955,26.300701,27.317935,26.979000,24.437927,23.460411,
