Elapsed Time (seconds),Temperature 1 (Celsius),Temperature 2 (Celsius),Temperature 3 (Celsius),Temperature 4 (Celsius),Temperature 5 (Celsius),Temperature 6 (Celsius),
27.715000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
28.249000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
28.782000,26.024055,26.064971,27.317935,26.979000,23.949169,23.460411,
29.316000,26.141004,26.064971,27.317935,26.979000,23.949169,23.460411,
29.849000,26.141004,26.064971,27.202304,26.979000,23.949169,23.460411,
30.383000,26.141004,26.182836,27.317935,26.979000,24.437927,22.971652,
30.916000,26.141004,26.064971,27.317935,26.979000,23.949169,23.460411,
31.450000,26.141004,26.064971,27.202304,26.979000,23.949169,23.460411,
31.983000,26.141004,26.182836,27.202304,26.979000,24.437927,23.460411,
32.517000,26.141004,26.182836,27.202304,26.979000,23.949169,23.460411,
33.050000,26.141004,26.182836,27.202304,26.979000,23.949169,22.971652,
33.584000,26.141004,26.182836,27.202304,26.979000,23.949169,23.460411,
34.117000,26.257955,26.182836,27.317935,26.979000,24.437927,22.971652,
34.651000,26.257955,26.182836,27.202304,26.979000,23.949169,22.971652,
35.184000,26.141004,26.300701,27.317935,26.979000,24.437927,23.460411,
35.718000,26.141004,26.182836,27.202304,26.979000,24.437927,23.460411,
36.251000,26.257955,26.182836,27.202304,26.979000,24.437927,23.460411,
36.785000,26.141004,26.064971,27.317935,26.979000,24.437927,23.460411,
37.318000,26.141004,26.064971,27.317935,26.979000,23.949169,22.971652,
37.852000,26.257955,26.064971,27.202304,26.979000,24.437927,23.460411,
38.385000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
38.920000,26.024055,26.182836,27.202304,26.979000,23.949169,23.460411,
39.453000,26.141004,26.064971,27.317935,26.979000,23.949169,23.460411,
39.987000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
40.520000,26.141004,26.182836,27.317935,26.979000,23.949169,23.460411,
41.054000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
41.587000,26.141004,26.182836,27.317935,26.979000,23.949169,23.460411,
42.121000,26.257955,26.300701,27.317935,26.979000,24.437927,23.460411,
42.654000,26.024055,26.182836,27.317935,26.979000,24.437927,23.460411,
43.188000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
43.721000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
44.255000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
44.788000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
45.322000,26.024055,26.182836,27.317935,26.979000,24.437927,22.971652,
45.855000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
46.389000,26.141004,26.182836,27.317935,26.979000,24.437927,22.971652,
46.922000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
47.456000,26.141004,26.182836,27.202304,26.979000,24.437927,22.971652,
47.989000,26.024055,26.182836,27.317935,26.979000,23.949169,23.460411,
48.523000,26.141004,26.182836,27.202304,26.979000,24.437927,23.460411,
49.056000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
49.590000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
50.123000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
50.657000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
51.190000,26.257955,26.182836,27.317935,26.979000,24.437927,23.460411,
51.724000,26.257955,26.064971,27.317935,26.979000,23.949169,23.460411,
52.257000,26.141004,26.182836,27.317935,26.979000,24.437927,22.971652,
52.791000,26.141004,26.182836,27.202304,26.979000,24.437927,23.460411,
53.324000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
53.858000,26.141004,26.182836,27.317935,26.979000,24.437927,23.460411,
